objid,ra,dec,u,g,u-g,r,i,z,r-i,i-z
1.24E+18,229.6998474,1.926112346,22.39246,20.95619,1.436266,20.45848,20.28849,20.15423,0.16999,0.13426
1.24E+18,229.6970383,1.925944185,23.02321,21.34674,1.676468,20.64423,20.43355,20.4826,0.21068,-0.04905
1.24E+18,229.6981822,1.927380897,24.5943,22.94282,1.651474,21.76493,21.51128,22.52358,0.25365,-1.0123
1.24E+18,229.6981268,1.928661443,23.0988,24.06644,-0.9676399,22.63352,22.24047,21.23684,0.39305,1.00363
1.24E+18,229.6979896,1.95475332,23.92953,23.03091,0.8986168,21.79932,21.52578,20.90438,0.27354,0.6214
1.24E+18,229.699906,1.955353895,23.61322,22.49413,1.119089,22.06947,21.9669,21.87724,0.10257,0.08966
1.24E+18,229.7022668,1.933919097,23.49806,23.40808,0.08997917,21.38227,19.76676,18.77063,1.61551,0.99613
1.24E+18,229.7013688,1.933228971,25.20485,22.15135,3.053505,21.26786,21.12791,20.78135,0.13995,0.34656
1.24E+18,229.701322,1.931881326,23.05863,22.6307,0.427927,21.59968,21.43042,21.08922,0.16926,0.3412
1.24E+18,229.7015137,1.93478215,24.14483,25.18058,-1.035744,22.83806,21.75826,22.00545,1.0798,-0.24719
1.24E+18,229.7021873,1.935133982,24.59056,23.54284,1.047714,22.66631,22.0465,22.22039,0.61981,-0.17389
1.24E+18,229.7023083,1.932531009,25.15561,24.24459,0.9110241,22.85345,23.35244,21.68553,-0.49899,1.66691
1.24E+18,229.7025515,1.96847767,23.40975,21.73923,1.670519,21.11173,20.91685,20.53451,0.19488,0.38234
1.24E+18,229.7027389,1.942326351,24.12072,22.56136,1.559361,21.64073,21.49014,21.24024,0.15059,0.2499
1.24E+18,229.7049652,1.927855162,24.57022,22.21997,2.350248,21.55275,21.16753,21.2867,0.38522,-0.11917
1.24E+18,229.7039056,1.928684452,26.04281,25.11601,0.9267921,22.9874,22.27492,23.39136,0.71248,-1.11644
1.24E+18,229.7097528,1.970035477,24.91921,21.83944,3.079769,21.06207,20.94857,21.17461,0.1135,-0.22604
1.24E+18,229.7120566,1.952218556,24.35559,21.09955,3.256039,20.58274,20.40059,20.10978,0.18215,0.29081
1.24E+18,229.7118508,1.953705689,23.17105,21.42554,1.74551,20.8111,20.63588,20.69766,0.17522,-0.06178
1.24E+18,229.7112438,1.952844577,24.81463,24.98285,-0.1682186,22.74505,22.36483,22.19942,0.38022,0.16541
1.24E+18,229.7136459,1.947830423,25.96359,22.99659,2.967001,21.88695,21.48401,20.96745,0.40294,0.51656
1.24E+18,229.7162926,1.935139504,25.18394,21.95986,3.224085,21.26745,20.83724,20.91121,0.43021,-0.07397
1.24E+18,229.7178992,1.949718046,24.28557,22.80982,1.475752,21.5716,21.18855,21.18436,0.38305,0.00419
1.24E+18,229.7184618,1.938421365,23.06293,20.98742,2.075506,20.28425,19.99271,19.81404,0.29154,0.17867
1.24E+18,229.7194627,1.937438574,25.34036,23.64491,1.695454,22.19184,21.95101,21.4346,0.24083,0.51641
1.24E+18,229.7186868,1.935369446,22.68876,21.2755,1.41326,20.73363,20.52243,20.35639,0.2112,0.16604
1.24E+18,229.7220074,1.950683231,23.6827,21.79509,1.887609,21.02927,20.89071,20.36609,0.13856,0.52462
1.24E+18,229.7226037,1.942335229,23.58174,22.44891,1.132832,21.41893,21.16187,21.05221,0.25706,0.10966
1.24E+18,229.7257692,1.96640462,23.4216,22.20158,1.220016,21.21245,21.05122,20.53764,0.16123,0.51358
1.24E+18,229.7281041,1.930175969,24.56148,21.91559,2.645885,21.24781,20.96439,20.80596,0.28342,0.15843
1.24E+18,229.7307788,1.934352139,24.28048,21.53265,2.747826,20.85362,20.62709,20.35452,0.22653,0.27257
1.24E+18,229.7326107,1.947163329,24.7898,21.8826,2.907204,21.15301,20.88078,20.69775,0.27223,0.18303
1.24E+18,229.7368907,1.957977947,23.05401,21.20549,1.84852,20.57817,20.3896,20.20255,0.18857,0.18705
1.24E+18,229.7360367,1.958653562,22.775,21.78239,0.992609,21.08721,20.84665,20.95945,0.24056,-0.1128
1.24E+18,229.7347338,1.960134694,23.23569,22.27211,0.9635792,21.19009,21.02414,20.66274,0.16595,0.3614
1.24E+18,229.7372199,1.957319781,24.72421,23.65605,1.068155,22.95246,22.26699,21.80692,0.68547,0.46007
1.24E+18,229.7399517,1.933868494,25.46927,22.72541,2.743858,21.31343,20.02919,19.29383,1.28424,0.73536
1.24E+18,229.741829,1.934121692,24.93905,23.95558,0.9834766,22.63723,22.06863,21.66183,0.5686,0.4068
1.24E+18,229.7420736,1.938736304,23.6968,24.53096,-0.8341599,22.66158,22.14758,21.17543,0.514,0.97215
1.24E+18,229.7436368,1.939472562,25.20651,25.391,-0.1844864,22.37098,22.16089,22.77229,0.21009,-0.6114
1.24E+18,229.743317,1.935810315,23.49498,22.82314,0.6718349,21.63342,21.35039,22.15552,0.28303,-0.80513
1.24E+18,229.7442709,1.943879527,23.52914,21.67935,1.849792,20.96779,20.72972,20.33925,0.23807,0.39047
1.24E+18,229.7460409,1.979936541,23.43179,21.83289,1.598898,21.08857,20.90397,20.60165,0.1846,0.30232
1.24E+18,229.7462017,1.982385494,23.44256,21.31347,2.129091,20.68754,20.5524,20.52596,0.13514,0.02644
1.24E+18,229.7461261,1.962651325,24.91575,22.44816,2.467585,21.52412,21.28982,20.77468,0.2343,0.51514
1.24E+18,229.7473137,1.987346276,22.64153,21.30178,1.339748,20.67232,20.5349,20.43661,0.13742,0.09829
1.24E+18,229.7458761,1.987751179,25.95496,22.57945,3.375502,21.57808,21.33306,20.98473,0.24502,0.34833
1.24E+18,229.7483826,1.984597321,22.65051,21.57256,1.077948,20.82753,20.68216,20.31702,0.14537,0.36514
1.24E+18,229.7476647,1.95458942,24.19163,22.8164,1.375227,21.82181,21.54293,21.01689,0.27888,0.52604
1.24E+18,229.7503644,1.984431797,24.21289,22.92411,1.288784,21.92382,21.42856,20.90301,0.49526,0.52555
1.24E+18,229.7497525,1.951166149,25.17254,21.81329,3.359247,21.00253,20.91273,20.63996,0.0898,0.27277
1.24E+18,229.7496874,1.95170946,23.83144,22.11725,1.714184,21.43002,21.1752,20.91254,0.25482,0.26266
1.24E+18,229.7516982,1.966287887,23.12411,21.10007,2.024042,20.54759,20.31694,20.27989,0.23065,0.03705
1.24E+18,229.7515559,1.962691267,24.39954,22.23728,2.162256,21.4171,21.20894,21.06681,0.20816,0.14213
1.24E+18,229.7523901,1.95167516,22.45509,21.22816,1.226927,20.71119,20.49188,20.65488,0.21931,-0.163
1.24E+18,229.7528208,1.939904065,22.46559,22.84194,-0.3763447,22.03746,21.45753,21.05618,0.57993,0.40135
1.24E+18,229.7535136,1.960403342,23.30529,21.97333,1.331963,21.14076,20.85489,20.95828,0.28587,-0.10339
1.24E+18,229.7536351,1.943428478,22.3943,21.39863,0.9956684,20.77859,20.59933,20.39107,0.17926,0.20826
1.24E+18,229.7545712,1.94404298,24.25947,23.1396,1.119862,22.18262,21.74096,21.82333,0.44166,-0.08237
1.24E+18,229.7558175,1.954813066,24.03474,21.41265,2.622093,20.62157,20.50463,20.91386,0.11694,-0.40923
1.24E+18,229.7566034,1.968009281,23.54663,21.30497,2.241663,20.59662,20.49782,20.68441,0.0988,-0.18659
1.24E+18,229.7573616,1.966648595,24.11965,23.55509,0.5645542,21.93961,21.0573,20.14842,0.88231,0.90888
1.24E+18,229.7578914,1.969366923,23.39413,22.59228,0.8018436,21.7709,21.40868,20.64076,0.36222,0.76792
1.24E+18,229.7590884,1.963946467,22.23955,20.7744,1.465147,20.17836,20.01933,19.86309,0.15903,0.15624
1.24E+18,229.7625758,1.986295015,22.1852,21.32925,0.8559494,20.64507,20.50182,20.22935,0.14325,0.27247
1.24E+18,229.7656364,1.976504503,23.48852,22.04225,1.44627,21.2492,20.99476,21.12731,0.25444,-0.13255
1.24E+18,229.7661084,1.978802657,24.76869,21.60602,3.162668,21.00302,20.76303,20.61482,0.23999,0.14821
1.24E+18,229.7661209,1.965632653,22.36517,21.20247,1.162708,20.53247,20.43831,20.34196,0.09416,0.09635
1.24E+18,229.7655587,1.964672394,23.69161,25.17056,-1.478951,23.50564,22.05116,22.31244,1.45448,-0.26128
1.24E+18,229.7661073,1.949788873,23.13684,22.07137,1.06547,21.36802,21.07188,20.98543,0.29614,0.08645
1.24E+18,229.7680383,1.979991945,24.59063,22.73521,1.855423,21.63722,21.41389,21.81814,0.22333,-0.40425
1.24E+18,229.7683376,1.9805669,25.23826,22.84407,2.394192,22.04669,21.6359,22.87232,0.41079,-1.23642
1.24E+18,229.7691533,1.976330621,25.38092,22.37812,3.002806,21.46945,21.23812,20.78247,0.23133,0.45565
1.24E+18,229.769734,1.968188946,23.71381,21.75251,1.961296,21.04683,20.86858,20.64764,0.17825,0.22094
1.24E+18,229.7707151,1.968030348,23.7266,23.92273,-0.1961365,22.61424,22.34925,21.76931,0.26499,0.57994
1.24E+18,229.7700079,1.953056726,23.3233,21.27152,2.051775,20.64883,20.42205,20.51634,0.22678,-0.09429
1.24E+18,229.7703014,1.954100495,25.00793,21.94406,3.063869,21.16821,20.8912,20.72599,0.27701,0.16521
1.24E+18,229.7714832,1.981567291,22.36991,20.88541,1.484501,20.41234,20.27334,20.24879,0.139,0.02455
1.24E+18,229.7714545,1.950507966,26.18291,22.25852,3.924391,21.46472,21.20667,20.97226,0.25805,0.23441
1.24E+18,229.7701109,1.949882672,25.54863,22.76365,2.784985,21.82631,21.43381,20.91392,0.3925,0.51989
1.24E+18,229.7739529,1.97303578,25.2003,22.03713,3.163176,21.3415,21.1496,21.15293,0.1919,-0.00333
1.24E+18,229.7740747,1.968251191,22.30348,21.02995,1.273529,20.46175,20.26329,20.288,0.19846,-0.02471
1.24E+18,229.7728102,1.967272665,24.07858,23.06979,1.008799,21.85641,21.79745,21.18039,0.05896,0.61706
1.24E+18,229.7731383,1.969932329,24.03882,23.13259,0.9062347,22.0567,21.70905,21.07549,0.34765,0.63356
1.24E+18,229.7760431,1.956252224,24.09126,22.34978,1.741482,21.0598,20.60729,20.2082,0.45251,0.39909
1.24E+18,229.7759312,1.954963118,23.69401,22.01159,1.682421,21.24755,21.10974,20.69511,0.13781,0.41463
1.24E+18,229.7780368,1.981353799,23.85115,21.77298,2.078173,20.37069,19.53781,18.9511,0.83288,0.58671
1.24E+18,229.7787747,1.958462729,22.9241,21.7474,1.176702,21.02931,20.86824,20.77964,0.16107,0.0886
1.24E+18,229.7792349,1.956367897,22.89563,21.15336,1.742271,20.55032,20.45337,20.25344,0.09695,0.19993
1.24E+18,229.7813211,1.962788471,23.86248,22.74348,1.119001,21.98698,21.36804,21.45974,0.61894,-0.0917
1.24E+18,229.7844398,1.961743882,23.07195,22.58393,0.4880142,21.51844,21.40217,21.04247,0.11627,0.3597
1.24E+18,229.785083,1.96116061,24.13893,23.97096,0.1679707,23.15277,22.26239,21.9356,0.89038,0.32679
1.24E+18,229.7844977,1.959520563,23.06679,23.45499,-0.3881969,22.3231,21.89369,21.07574,0.42941,0.81795
1.24E+18,229.7899789,1.985939462,24.10197,22.35685,1.745123,21.5042,21.18821,21.48991,0.31599,-0.3017
1.24E+18,229.6598911,1.95597144,25.14706,24.23041,0.9166584,22.45237,22.04545,22.69781,0.40692,-0.65236
1.24E+18,229.6842944,1.92981228,23.53307,24.07646,-0.5433903,22.37927,21.86681,21.15707,0.51246,0.70974
1.24E+18,229.6905629,1.959227756,25.69647,24.86218,0.8342934,22.63259,22.87253,22.22209,-0.23994,0.65044
1.24E+18,229.6917513,1.945542685,24.8765,23.50634,1.370161,21.96463,21.74635,22.80946,0.21828,-1.06311
1.24E+18,229.7039949,1.96102103,24.8046,25.63325,-0.8286552,22.69825,22.38871,22.99312,0.30954,-0.60441
1.24E+18,229.7059309,1.956427754,24.56103,23.50303,1.058001,21.99875,21.62904,21.84355,0.36971,-0.21451
1.24E+18,229.7110532,1.971173867,25.47574,23.91397,1.561764,22.84612,23.14421,21.98509,-0.29809,1.15912
1.24E+18,229.7120707,1.944487013,23.30089,23.22767,0.07321358,22.17501,21.6911,21.49427,0.48391,0.19683
1.24E+18,229.7130736,1.959368685,23.48584,23.98216,-0.4963207,22.21625,21.86531,21.14086,0.35094,0.72445
1.24E+18,229.7132546,1.929450074,25.1452,23.35472,1.790472,22.63803,22.60826,21.37299,0.02977,1.23527
1.24E+18,229.7272609,1.96366082,24.75248,24.182,0.5704803,22.13512,22.07942,22.14284,0.0557,-0.06342
1.24E+18,229.7286566,1.983226788,24.97081,23.52242,1.448395,22.21686,22.15269,21.57514,0.06417,0.57755
1.24E+18,229.7329365,1.962760321,23.4014,23.09678,0.3046265,22.09797,21.80009,20.99433,0.29788,0.80576
1.24E+18,229.7344859,1.969969397,26.18505,23.44246,2.74259,22.2605,21.83618,22.13554,0.42432,-0.29936
1.24E+18,229.7352121,1.930065532,23.277,23.4077,-0.1306953,22.54743,21.88457,21.79275,0.66286,0.09182
1.24E+18,229.7384669,1.955577526,23.25032,23.49764,-0.247324,22.01107,21.42491,21.38613,0.58616,0.03878
1.24E+18,229.7474151,1.952170521,26.28556,24.5304,1.755156,22.71998,22.22976,21.76558,0.49022,0.46418
1.24E+18,229.7512038,1.986511979,25.69131,23.63965,2.051661,22.47993,22.54813,21.29262,-0.0682,1.25551
1.24E+18,229.7598109,1.955564494,24.20994,23.05866,1.151274,21.93588,21.49843,21.39783,0.43745,0.1006
1.24E+18,229.7638494,1.977048545,24.43565,23.30167,1.133986,22.23216,21.72304,23.20068,0.50912,-1.47764
1.24E+18,229.7634311,1.961908168,25.81398,24.02342,1.790558,22.48742,22.23974,20.69355,0.24768,1.54619
1.24E+18,229.7731435,1.949097699,26.00466,23.46579,2.53887,22.38286,21.82501,21.20055,0.55785,0.62446
1.24E+18,229.7733373,1.958944966,25.62754,23.65922,1.968321,22.59875,21.89581,22.992,0.70294,-1.09619
1.24E+18,229.7758372,1.974808717,26.51236,23.72727,2.785091,22.46016,21.99492,21.98362,0.46524,0.0113
1.24E+18,229.7748571,1.975634731,23.87113,23.97123,-0.1001015,22.78165,22.09251,20.96369,0.68914,1.12882
1.24E+18,229.7767046,1.973032825,25.63657,23.36138,2.275192,22.13377,21.67566,21.35851,0.45811,0.31715
1.24E+18,229.7802657,1.97376983,24.96353,24.35814,0.6053944,22.32317,22.22742,21.77837,0.09575,0.44905
1.24E+18,229.7868733,1.983601951,25.29768,23.60388,1.6938,22.34419,22.0491,21.62417,0.29509,0.42493
1.24E+18,229.6656617,1.938676532,25.23666,24.34352,0.8931427,24.16619,22.30539,21.90051,1.8608,0.40488
1.24E+18,229.7208516,1.94021445,26.138,24.37394,1.764061,23.256,22.246,21.30075,1.01,0.94525
1.24E+18,229.7323895,1.972614546,23.13507,24.27883,-1.143759,22.99457,22.18532,24.26686,0.80925,-2.08154
1.24E+18,229.7415405,1.941990584,23.86259,24.05478,-0.1921921,23.08602,22.18444,24.05406,0.90158,-1.86962
1.24E+18,229.7592338,1.957421233,24.8686,23.88932,0.9792805,22.83652,22.15597,22.04524,0.68055,0.11073
1.24E+18,229.7620192,1.975760518,24.03323,24.16791,-0.1346722,23.57036,22.45695,21.65507,1.11341,0.80188
1.24E+18,229.7628002,1.97366582,25.62672,24.75497,0.871748,23.29212,22.44175,21.92904,0.85037,0.51271
1.24E+18,229.7685462,1.951707603,24.22383,24.49204,-0.2682095,23.30857,21.57719,21.30236,1.73138,0.27483
1.24E+18,229.7748415,1.958054417,26.94951,25.41538,1.53413,23.21883,21.88756,21.70057,1.33127,0.18699
1.24E+18,229.7772868,1.952107806,24.25064,23.87856,0.3720818,22.50499,22.18024,22.03728,0.32475,0.14296
